50,10918
100,3913
150,3838
200,4600
250,1790
300,2162
350,2734
400,2914
450,3533
500,4051
550,4379
600,4986
650,5724
700,6747
750,7331
800,9197
850,10131
900,14658
950,16421
1000,21054
1050,20494
1100,25533
1150,28220
1200,28960
1250,28966
1300,33441
1350,33003
1400,35258
1450,36827
1500,39757
1550,39109
1600,46267
1650,43292
1700,46486
1750,46200
1800,47276
1850,52569
1900,49430
1950,58915
2000,55952
2050,58742
2100,59813
2150,66476
2200,63859
2250,60054
2300,68339
2350,70963
2400,72376
2450,79000
2500,63632
2550,68329
2600,74794
2650,73349
2700,77198
2750,84800
2800,74002
2850,74777
2900,80046
2950,88495
3000,90924
3050,98895
3100,94209
3150,88465
3200,88011
3250,92524
3300,94550
3350,101754
3400,109978
3450,92866
3500,121763
3550,97444
3600,105385
3650,109232
3700,102837
3750,102265
3800,109928
3850,107555
3900,115725
3950,117603
4000,108814
4050,120779
4100,115434
4150,115383
4200,115703
4250,115733
4300,147999
4350,145123
4400,127340
4450,132024
4500,133535
4550,119112
4600,134793
4650,155361
4700,134695
4750,159025
4800,144076
4850,137898
4900,156976
4950,138481
5000,169742
5050,154233
5100,168956
5150,134523
5200,152733
5250,160919
5300,136295
5350,152688
5400,155651
5450,166746
5500,192166
5550,150644
5600,164997
5650,170722
5700,182280
5750,178484
5800,173838
5850,181320
5900,221574
5950,180250
6000,178030
6050,175387
6100,189395
6150,187930
6200,181417
6250,180009
6300,194742
6350,210779
