50,6517956
100,289481
150,259289
200,290385
250,356491
300,413839
350,570204
400,551802
450,881725
500,1032947
550,933943
600,878706
650,746784
700,911597
750,1187190
800,1539760
850,2346927
900,2885433
950,1583235
1000,1598015
1050,1569652
1100,2025749
1150,1829231
1200,2009752
1250,2119022
1300,2246407
1350,2517165
1400,2594134
1450,2982328
1500,3346366
1550,3198154
1600,3411859
1650,3797637
1700,3986301
1750,4029165
1800,4225967
1850,4563133
1900,4527525
1950,4984222
2000,5263150
2050,5371191
2100,5427954
2150,5427647
2200,5657667
2250,6245984
2300,6203418
2350,6031967
2400,6527610
2450,6659519
2500,7000010
2550,6884697
2600,6945380
2650,8067675
2700,7247232
2750,7253271
2800,8221021
2850,8586863
2900,7150949
2950,7459734
3000,7319677
3050,8640893
3100,9668718
3150,9311616
3200,8873324
3250,8832869
3300,9702519
3350,9357801
3400,9395832
3450,9597174
3500,9807556
3550,9313428
3600,9926493
3650,10983888
3700,11548668
3750,11139651
3800,11164406
3850,12958325
3900,11379019
3950,11678758
4000,11270056
4050,10777419
4100,11623227
4150,12755182
4200,12792908
4250,12830638
4300,12404728
4350,13424991
4400,13044354
4450,13760660
4500,12273114
4550,13060655
4600,13165400
4650,13223959
4700,14199857
4750,12438230
4800,13987347
4850,12702660
4900,14922494
4950,16309219
5000,13117105
5050,14227926
5100,14969582
5150,16439015
