50,11950
100,3948
150,3505
200,4894
250,1693
300,2420
350,2776
400,3304
450,3541
500,4192
550,4590
600,4862
650,7236
700,9965
750,12510
800,15074
850,12805
900,17533
950,21033
1000,25058
1050,26173
1100,31384
1150,28015
1200,24855
1250,28360
1300,30791
1350,32272
1400,34751
1450,34773
1500,38172
1550,38972
1600,39723
1650,36890
1700,42413
1750,43788
1800,44268
1850,47900
1900,53589
1950,50272
2000,55207
2050,49669
2100,53140
2150,61945
2200,57413
2250,60365
2300,60850
2350,69109
2400,68343
2450,73503
2500,67579
2550,74966
2600,70081
2650,87455
2700,73123
2750,80648
2800,85986
2850,83407
2900,80144
2950,83289
3000,88735
3050,101666
3100,97121
3150,105863
3200,96274
3250,95684
3300,97929
3350,97780
3400,107726
3450,121217
3500,114795
3550,108857
3600,108205
3650,127428
3700,120674
3750,113147
3800,121433
3850,110502
3900,120891
3950,115969
4000,124654
4050,124528
4100,130169
4150,117575
4200,141058
4250,112782
4300,135631
4350,128647
4400,142461
4450,138893
4500,146715
4550,130960
4600,134603
4650,126717
4700,141546
4750,127508
4800,144461
4850,146531
4900,139314
4950,138264
5000,138811
5050,144077
5100,146051
5150,153455
5200,164995
5250,161567
5300,144343
5350,179348
5400,159172
5450,160431
5500,183498
5550,159327
5600,156238
5650,154569
5700,170709
5750,184781
5800,176476
5850,184994
5900,181538
5950,177207
6000,159692
6050,178242
6100,179218
6150,179698
6200,201353
6250,195472
6300,191929
6350,206283
6400,208525
6450,178593
6500,205059
6550,171495
6600,188624
