50,620406
100,423607
150,245664
200,375020
250,130512
300,183196
350,194814
400,241706
450,272969
500,421187
550,540092
600,694900
650,763876
700,600616
750,675428
800,487053
850,721080
900,805449
950,1046274
1000,1143577
1050,1368003
1100,1410506
1150,1725493
1200,1788026
1250,1758218
1300,1972505
1350,1995334
1400,1974758
1450,2238100
1500,2056757
1550,2366867
1600,2533269
1650,2516625
1700,2465582
1750,2719223
1800,2778269
1850,2856002
1900,2911694
1950,3121072
2000,2920783
2050,3390393
2100,3430767
2150,3292758
2200,3351299
2250,3205150
2300,3617393
2350,3655065
2400,3597126
2450,3635348
2500,4291479
2550,3307644
2600,3685309
2650,3989408
2700,4278789
2750,4566595
2800,4306153
2850,4490703
2900,4155355
2950,4644335
3000,4535650
3050,4532536
3100,4675854
3150,4859373
3200,5161010
3250,5171931
3300,5454023
3350,4995382
3400,4590191
3450,4912220
3500,5675309
3550,5317047
3600,5100366
3650,6295467
3700,5225667
3750,5846898
3800,6536314
3850,6422660
3900,5763765
